FCS.E4R1.16S_Stalk	ECI.E3R3.16S_Stalk	FFO.E2R2.16S_Leaf	ECM.E2R2.16S_Stalk	FCM.E4R2.16S_Stalk	EFO.E2R1.16S_Leaf	FCI.E3R2.16S_Stalk	ECI.E2R2.16S_Stalk	RZO.E4R3.16S_Root	FCM.E1R2.16S_Stalk	EPE.E3R2.16S_Root	ERA.E4R2.16S_Root	FCS.E2R3.16S_Stalk	FCI.E2R2.16S_Stalk	FCM.E1R3.16S_Stalk	FFO.E4R1.16S_Leaf	FCS.E3R3.16S_Stalk	EFO.E4R1.16S_Leaf	FFO.E3R1.16S_Leaf	FCS.E3R2.16S_Stalk	FCI.E1R3.16S_Stalk	FFO.E3R2.16S_Leaf	EFO.E4R3.16S_Leaf	EPE.E1R1.16S_Root	FCS.E1R3.16S_Stalk	EPE.E2R3.16S_Root	RZO.E3R1.16S_Root	EFO.E1R1.16S_Leaf	ECM.E4R1.16S_Stalk	FCM.E2R3.16S_Stalk	RZO.E4R1.16S_Root	EPE.E2R1.16S_Root	FCM.E3R2.16S_Stalk	FCI.E4R1.16S_Stalk	ECS.E1R1.16S_Stalk	ECM.E2R3.16S_Stalk	ECM.E4R3.16S_Stalk	ECM.E3R1.16S_Stalk	RZO.E4R2.16S_Root	FCM.E3R3.16S_Stalk	FFO.E4R3.16S_Leaf	RZO.E1R1.16S_Root	EPE.E4R2.16S_Root	EFO.E1R2.16S_Leaf	ECI.E3R1.16S_Stalk	FCS.E3R1.16S_Stalk	EFO.E2R2.16S_Leaf	EFO.E1R3.16S_Leaf	FCS.E1R1.16S_Stalk	FCI.E2R1.16S_Stalk	RZO.E2R1.16S_Root	FFO.E3R3.16S_Leaf	FCM.E1R1.16S_Stalk	EFO.E4R2.16S_Leaf	ECM.E2R1.16S_Stalk	FCS.E2R1.16S_Stalk	FCI.E3R3.16S_Stalk	RZO.BK2.16S_Root	RZO.E3R2.16S_Root	FCS.E2R2.16S_Stalk	RZO.BK3.16S_Root	RZO.E2R3.16S_Root	RZO.E3R3.16S_Root	ECS.E1R2.16S_Stalk	ERA.E2R2.16S_Root	EPE.E4R3.16S_Root	ECS.E2R3.16S_Stalk	ECM.E1R2.16S_Stalk	FCI.E1R2.16S_Stalk	ECS.E1R3.16S_Stalk	EFO.E3R1.16S_Leaf	ERA.E3R2.16S_Root	EPE.E1R2.16S_Root	RZO.E1R3.16S_Root	ECM.E4R2.16S_Stalk	EPE.E4R1.16S_Root	ECI.E1R2.16S_Stalk	RZO.BK4.16S_Root	FCM.E2R1.16S_Stalk	ERA.E4R1.16S_Root	FCI.E4R2.16S_Stalk	FFO.E4R2.16S_Leaf	ERA.E2R1.16S_Root	FCM.E4R3.16S_Stalk	FCS.E1R2.16S_Stalk	ECI.E4R2.16S_Stalk	ERA.E2R3.16S_Root	ECI.E1R1.16S_Stalk	EPE.E3R3.16S_Root	ECI.E2R3.16S_Stalk	EFO.E3R3.16S_Leaf	ECM.E1R3.16S_Stalk	RZO.E1R2.16S_Root	ECM.E1R1.16S_Stalk	FCI.E2R3.16S_Stalk	FCM.E4R1.16S_Stalk	FCI.E1R1.16S_Stalk	ERA.E1R1.16S_Root	FCI.E3R1.16S_Stalk	ERA.E3R1.16S_Root	EFO.E3R2.16S_Leaf	ERA.E3R3.16S_Root	ECI.E3R2.16S_Stalk	ECI.E4R3.16S_Stalk	FCM.E2R2.16S_Stalk	ECS.E2R1.16S_Stalk	ECS.E3R1.16S_Stalk	ECM.E3R3.16S_Stalk	ERA.E1R3.16S_Root	RZO.BK1.16S_Root	ECI.E1R3.16S_Stalk	ERA.E4R3.16S_Root	FCM.E3R1.16S_Stalk	FCS.E4R3.16S_Stalk	ECS.E2R2.16S_Stalk	EPE.E1R3.16S_Root	ERA.E1R2.16S_Root	EPE.E2R2.16S_Root	EFO.E2R3.16S_Leaf	FCI.E4R3.16S_Stalk	EPE.E3R1.16S_Root	RZO.E2R2.16S_Root	ECS.E4R2.16S_Stalk	ECI.E4R1.16S_Stalk	FCS.E4R2.16S_Stalk	FFO.E2R3.16S_Leaf	ECM.E3R2.16S_Stalk
OTU_1060	0	0	0	0	4	0	0	0	139	2	0	79	0	2	0	0	0	0	3	0	8	0	0	0	0	0	28	0	0	0	80	3	0	0	0	0	0	0	3	0	6	34	14	0	0	0	0	0	0	14	37	0	0	0	0	0	9	127	67	0	0	21	26	0	177	32	0	0	70	0	0	452	3	26	0	3	8	140	4	184	0	0	89	2	2	0	238	0	1	3	0	0	35	0	28	1	30	72	0	112	0	440	0	0	0	0	0	0	137	5174	0	324	0	0	0	6	171	0	0	0	0	42	0	0	0	0	0
OTU_8204	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11163	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	762	20	0	0	3	1	0	1	1	0	0	6	0	0	6	0	0	0	0	0	618	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	326	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_7245	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	1	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	2	1	0	0	0	1	0	0	0	0	0	0	1	14	0	0	0	0	0	1	4	9	0	0	0	4	0	0	0	0	0
OTU_1662	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	18	0	0	1	4	0	0	0	0	1364	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4258	0	0	0	0	2	0	0	0	2	0	0	16	0	9	0	0	0	0	0	0	27	0	0	3	0	0	26	0	0	0	6	2	0	0	0	0	0	2	57	0	0	19	19	0	0	0	0	0	0	2	40	0	0	0	0	0	10	276	102	0	0	12	16	0	33	8	0	0	107	0	0	135	3	9	0	0	0	266	2	26	0	0	16	0	0	1	60	0	9	0	0	0	12	0	106	3	5	2	0	8	0	42	0	0	0	0	0	0	8	103	0	19	0	0	0	11	12	2	0	1	3	12	0	0	0	0	0
OTU_2086	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	7	0	0	53	0	0	0	0	9	0	0	0	0	0	0	10	0	0	2	5	0	0	0	0	0	0	10	34	0	0	0	0	0	1	2438	55	0	0	4	20	0	2	1	0	0	41	0	0	62	25	6	0	0	0	273	2	3	0	0	16	0	0	0	11	0	6	0	0	0	3	0	76	0	19	2	0	7	0	60	0	0	0	0	0	0	0	318	0	2	0	0	0	5	1	1	0	0	5	12	0	0	0	0	0
OTU_5110	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	0	0	0	0	0	0	3	4	0	0	0	0	0	3	34	3	0	0	0	1	0	0	0	0	0	6	0	0	8	0	1	0	0	0	20	1	2	0	0	1	0	0	0	3	0	1	0	0	0	2	0	12	0	5	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_5713	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	1	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	33	0	0	0	0	0	0	0	212	0	0	0	0	39	0	18	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0
OTU_717	0	0	0	0	5	0	0	2	14	0	0	2	0	1	0	0	1	0	3	0	54	0	0	0	0	0	12	0	0	0	1	4	0	0	0	0	0	0	2	0	0	24	20	0	0	0	0	0	1	5	28	0	0	0	0	0	2	251	99	0	0	3	1	0	65	3	0	0	23	0	0	104	1	2	0	0	0	100	2	51	0	0	44	0	0	0	199	0	23	0	0	0	8	0	373	1	34	6	0	1	0	21	0	0	0	0	0	0	2	137	0	7	0	0	0	16	22	0	0	0	3	6	0	0	0	0	0
OTU_2359	0	0	0	0	3	0	2	0	122	0	103	67	0	20	0	0	0	1	0	0	65	0	0	59	0	6	4	0	1	0	2109	3	0	1	0	0	0	0	5	0	34	2	103	0	0	0	0	0	0	1	0	0	3	0	0	0	1	822	10	0	1	41	78	0	28	58	0	0	245	0	0	78	12	16	0	622	0	136	0	191	0	0	3	0	0	48	59	1	27	4	0	0	35	0	30	3	4	57	0	102	0	198	0	22	0	0	0	0	82	1121	0	716	0	0	0	3	10	42	0	0	92	78	0	0	0	0	0
OTU_4155	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	0	2	3	1	0	0	0	0	5	63	4	0	0	0	0	0	3	1	0	0	36	0	0	10	2	4	0	1	0	27	4	4	0	2	1	0	0	0	3	0	0	0	0	0	6	0	25	3	7	1	0	0	0	2	0	0	0	0	0	0	1	29	0	6	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
OTU_4938	0	0	0	0	1	0	0	0	3	0	6	7	0	3	0	0	0	0	0	0	13	0	0	40	0	0	23	0	0	0	4	9	0	0	0	0	0	0	10	0	0	14	136	0	0	0	0	0	0	46	7	0	0	0	0	0	3	334	44	0	0	3	7	0	3	23	0	0	198	2	0	47	146	33	0	0	0	744	13	6	0	0	2	0	0	1	11	0	43	0	0	6	79	0	113	0	123	0	0	13	0	18	0	0	0	0	0	0	5	144	0	12	0	0	0	11	9	61	0	1	64	1	0	0	0	0	0
OTU_9951	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	701	6	0	0	0	0	0	0	0	0	0	23	0	0	14	10	0	0	0	0	525	3	1	0	0	1	0	0	0	0	0	7	0	0	0	1	0	10	0	0	0	0	2	0	10	0	0	0	0	0	0	1	176	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0
OTU_4531	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8368	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	22	0	0	12	5	0	0	0	0	0	0	1	28	0	0	0	0	0	3	12	19	0	0	0	4	0	3	1	0	0	2	0	0	24	1	1	0	0	0	22	0	34	0	0	5	0	0	0	20	0	2	0	0	0	2	0	14	0	4	1	0	0	0	4	0	0	0	0	0	0	0	69	0	1	0	0	0	4	10	0	0	0	1	4	0	0	0	0	0
OTU_9968	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	5	11	0	0	0	0	0	0	2	2	0	0	0	0	0	9	76	11	0	0	3	3	0	1	2	0	0	48	0	0	8	2	1	0	0	0	121	0	1	0	0	1	0	0	0	3	0	1	0	0	0	6	0	34	4	12	0	0	0	0	5	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_10636	0	0	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	1	0	0	1	2	0	0	0	0	0	27	0	0	1	1	12	0	1	0	929	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	10	1798	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11945	0	0	0	0	2	0	0	0	23	0	0	6	0	0	0	3	0	0	2	0	9	0	0	0	0	0	9	0	0	0	27	0	0	0	0	0	0	0	14	0	1	5	8	0	0	0	0	0	0	7	31	0	0	0	0	0	5	71	26	0	0	28	28	0	3	4	0	0	60	0	0	13	2	7	0	1	5	43	0	6	0	0	1	0	0	0	4	0	0	0	0	0	8	0	54	1	25	0	0	1	0	2	0	0	0	0	0	0	0	53	0	2	0	0	0	2	3	1	0	2	0	74	0	0	0	0	0
OTU_8900	0	0	0	0	1	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	2	0	0	22	0	1	6	0	0	0	3	8	0	0	0	0	0	0	3	0	0	4	3	0	0	0	0	0	0	4	3	1	0	0	0	0	0	684	7	0	0	1	6	0	3	0	0	0	110	0	0	30	28	14	0	0	0	213	4	0	0	0	4	0	0	0	10	0	0	0	0	0	22	0	3	2	11	13	0	21	0	34	0	0	0	0	0	0	99	120	0	6	0	0	0	20	5	19	0	0	15	5	0	1	0	0	0
OTU_4793	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	5	0	0	0	0	0	0	43	2	1	0	0	0	0	0	45	1	0	0	0	0	0	1	1	0	0	86	4	0	10	16	20	0	0	0	103	15	0	0	0	7	0	0	0	2	0	0	0	0	24	16	0	78	0	46	2	0	0	0	2	0	0	0	0	0	0	20	17	0	2	0	0	0	23	2	45	0	0	1	0	0	0	0	1	0
OTU_3202	0	0	0	0	1	0	0	0	4	1	12	419	0	12	0	0	0	0	0	0	9	0	0	108	0	1	30	0	0	0	19	65	0	0	9	0	0	0	3	0	41	18	24	0	0	0	0	0	0	19	7	0	0	0	0	0	1	347	22	0	0	10	5	0	4	4	0	0	840	4	0	461	496	190	0	0	0	707	5	8	0	0	7	0	0	0	19	0	5	0	0	0	278	0	47	2	23	253	0	480	0	157	0	2	0	0	0	0	503	170	0	40	0	0	0	59	60	11	0	0	619	11	0	0	0	0	0
OTU_7567	0	0	0	0	2	0	0	0	20	0	2	88	0	14	0	0	0	0	0	0	12	0	0	31	0	0	17	0	0	2	253	6	0	1	0	0	0	0	9	0	27	45	21	0	0	0	0	0	0	6	8	1	1	2	0	0	3	73	22	0	0	191	69	0	23	1	0	0	370	0	0	59	1	245	0	0	0	434	2	38	0	1	26	0	0	1	34	0	4	1	0	0	440	0	144	12	27	91	0	22	0	95	0	0	0	0	0	0	176	30	0	27	6	0	0	1	21	2	0	0	42	149	0	0	2	0	0
OTU_3564	0	0	0	0	2	0	0	0	3	8	0	0	0	0	1	0	0	0	2	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	5	0	0	0	0	0	0	24	2	0	0	0	0	0	4	68	6	0	0	0	0	0	0	0	0	0	14	0	0	5	5	2	0	0	0	4	7	1	0	0	0	0	0	0	3	0	0	0	0	4	0	0	22	0	28	0	0	0	0	0	0	0	0	0	0	0	0	46	0	1	0	0	0	10	0	2	0	0	0	2	0	0	0	0	0
OTU_640	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1108	6	0	0	4	6	0	0	0	0	0	51	0	0	7	1	3	0	0	0	588	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	7	0	1	1	0	3	0	6	0	0	0	0	0	0	2	559	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_10515	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	16	0	2	0	0	1	0	0	0	7	0	0	0	0	0	0	6	66	2	0	0	0	1	0	0	1	0	0	28	1	0	2	0	1	0	3	0	4	2	3	0	1	0	3	0	0	0	0	0	0	0	0	1	0	8	0	10	0	4	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1861	0	0	0	0	1	0	0	0	17	1	20	20	0	3	0	0	0	0	0	0	10	0	0	16	0	0	20	0	0	1	70	0	0	0	0	1	0	0	18	0	0	21	50	1	0	0	0	0	0	6	15	0	0	0	0	0	2	3323	44	0	0	132	59	8	3	8	0	32	87	0	0	31	8	42	0	3	0	2722	0	17	0	0	3	0	0	3	14	0	9	0	0	0	86	0	13	5	21	4	0	9	0	20	0	2	0	0	0	0	23	3752	0	23	0	0	0	2	5	4	0	0	19	46	1	0	0	0	0
OTU_3629	0	0	0	0	1	0	0	0	0	0	0	8	0	30	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	179	17	0	0	67	48	0	3	2	0	0	92	0	0	5	0	15	0	0	0	763	0	1	0	0	3	0	0	0	8	0	0	1	0	0	30	0	14	1	3	5	0	5	0	28	0	0	0	0	0	0	9	155	0	3	0	0	0	0	3	0	0	1	1	171	0	0	0	0	0
OTU_4351	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4446	0	0	0	0	1	0	0	1	1	1	2	19	0	35	0	0	0	0	0	0	40	0	0	64	0	15	7	0	0	0	3	23	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	29	9	0	0	0	0	0	8	47	39	0	0	12	9	0	26	5	0	0	295	0	0	72	0	44	0	0	0	261	9	5	0	0	7	0	0	0	21	0	6	0	0	0	70	0	349	5	108	13	0	21	0	27	0	0	0	0	0	0	59	248	0	6	2	0	0	26	23	6	0	0	16	5	0	0	0	0	0
OTU_11731	0	0	0	0	2	0	0	0	7	0	0	17	0	5	0	0	0	0	0	0	14	0	0	1	0	0	13	0	0	0	7	7	0	0	0	0	0	0	22	0	0	9	7	0	0	0	0	0	0	3	26	0	0	0	0	0	2	23	59	0	0	13	12	0	12	0	0	0	24	0	0	67	0	6	0	0	0	116	1	17	0	0	19	0	0	0	47	0	12	0	0	0	4	0	72	0	9	3	0	3	0	31	0	0	0	0	0	0	3	44	0	6	0	0	0	8	8	0	0	0	0	14	0	0	0	0	0
OTU_8239	0	0	0	0	1	0	0	0	19	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	93	1	0	0	0	0	0	0	164	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	183	51	0	0	153	75	0	0	0	0	0	0	0	0	25	0	4	0	0	0	84	0	6	0	0	1	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	20	0	16	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0
OTU_1899	0	0	0	0	1	0	0	0	10	0	0	1	0	1	0	0	0	0	0	0	7	0	0	1	0	0	4	0	0	0	18	2	0	0	0	0	0	0	8	0	1	7	4	0	0	0	0	0	0	5	9	0	0	0	0	0	1	602	18	0	0	3	4	0	1	0	0	0	27	0	0	19	3	3	0	0	0	844	1	4	1	0	4	0	0	0	11	0	0	0	0	0	8	0	37	0	19	1	0	0	0	1	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_2255	0	0	0	0	1	0	0	0	2	0	2	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	3	2	0	0	0	0	0	0	9	0	0	8	117	0	0	0	0	0	0	1	8	0	0	0	0	0	0	37	10	0	0	13	11	0	32	4	0	0	23	0	0	92	12	10	0	0	0	74	2	15	0	0	13	0	0	0	60	0	1	0	0	0	7	0	11	0	3	11	0	15	0	46	0	0	0	0	0	0	20	1162	0	7	0	0	0	2	30	0	0	0	3	14	0	0	0	0	0
OTU_8429	0	0	0	0	1	0	0	0	1	0	0	2	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	61	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	3	2	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	55	0	0	23	5	7	0	0	0	105	2	1	0	0	2	0	0	0	6	0	2	0	0	0	15	0	35	0	7	1	0	1	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0
OTU_4385	0	0	0	0	1	0	0	0	8	0	3	23	0	0	0	0	0	0	0	0	2	0	0	4	0	4	23	0	0	0	15	15	0	0	0	0	0	0	22	0	0	47	8	0	0	0	0	0	0	6	43	0	0	0	0	0	5	45	10	0	0	23	20	0	13	14	0	0	62	0	0	85	29	30	0	0	0	5	3	15	0	0	11	0	0	0	38	0	6	0	0	0	44	0	50	1	30	9	0	12	0	70	0	2	0	0	0	0	29	121	0	17	0	0	0	46	27	11	0	0	6	14	0	0	0	0	0
OTU_1304	0	0	0	0	2	0	0	0	15	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3	59	3	0	1	3	1	0	12	1	0	0	16	0	0	17	2	2	0	1	0	457	4	12	0	0	0	0	0	0	18	0	0	0	0	0	6	0	0	0	5	7	0	0	0	18	0	0	0	0	0	0	2	935	0	32	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0
OTU_290	0	0	0	0	2	0	0	6	2597	0	0	109	0	0	0	0	0	0	0	0	65	1	0	74	0	53	917	0	0	0	913	335	0	1	0	0	0	0	1369	0	0	1260	263	0	0	0	0	0	0	114	1335	0	0	0	0	0	9	4063	1237	0	0	287	620	0	196	12	0	1	349	0	0	2015	681	2321	0	3	1	463	38	376	0	4	1105	0	0	3	412	0	66	0	0	0	4696	0	239	0	129	238	1	145	0	280	0	17	0	0	0	0	1053	4387	0	274	0	0	15	875	795	137	0	0	108	232	1	0	0	0	0
OTU_7991	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5192	0	0	0	0	2	0	0	0	8	0	2	217	0	0	0	0	0	0	0	0	0	0	0	224	0	1	5	1	0	0	19	34	0	0	0	0	0	0	6	0	0	29	43	0	0	0	0	0	0	16	2	0	0	0	0	1	1	7	23	0	0	9	17	0	50	13	0	0	177	0	0	536	104	59	0	0	3	189	2	90	0	0	37	0	0	0	209	0	8	0	0	0	156	0	14	0	16	176	0	149	0	929	0	1	0	0	0	1	298	38	0	295	0	0	0	32	145	6	1	0	58	17	0	0	0	0	0
OTU_8537	0	0	0	0	3	0	0	0	12	0	3	19	0	1	0	0	0	0	0	0	18	0	0	62	0	2	11	0	0	0	2	99	0	0	0	0	0	0	1	0	0	23	34	0	0	0	0	0	0	3	60	0	0	0	0	0	2	0	100	0	0	4	5	0	129	0	0	0	44	0	0	550	40	12	0	0	0	4	0	23	0	0	87	0	0	0	161	0	7	1	0	0	11	0	179	2	21	18	1	33	0	75	0	0	0	0	0	0	17	0	0	16	0	1	0	310	54	0	0	0	36	21	0	0	0	0	0
OTU_1783	0	0	0	0	3	0	1	0	7	0	0	7	0	14	0	0	0	0	0	0	30	0	0	0	0	0	4	0	0	0	6	2	3	0	0	0	0	0	7	0	0	15	16	0	0	0	0	0	0	3	18	0	0	0	4	0	7	144	70	0	0	7	11	0	11	0	0	0	208	0	0	48	2	10	0	0	0	562	0	1	0	0	5	0	0	0	25	22	4	0	0	0	4	0	130	1	21	3	0	3	0	12	0	0	0	0	0	0	1	75	0	2	0	0	0	1	6	0	0	0	1	7	0	0	0	0	0
OTU_6090	0	0	0	0	3	0	0	0	47	0	0	24	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	32	0	0	0	0	0	0	0	2	0	1	34	0	0	0	0	0	0	0	9	11	0	0	0	0	0	2	11	48	0	0	13	6	0	53	3	0	0	160	0	0	200	2	21	0	0	0	135	4	67	1	0	9	0	0	0	31	0	1	0	0	0	16	0	13	0	28	90	0	39	0	87	0	0	0	0	0	0	31	2740	0	69	0	0	0	0	165	0	0	1	0	23	0	0	0	0	0
OTU_9773	0	0	0	0	1	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	14	0	0	50	0	1	14	0	0	0	17	4	0	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	2	14	0	0	0	0	0	0	0	5	0	0	16	33	0	286	21	0	0	40	0	0	91	0	114	0	0	1	0	1	121	0	0	18	0	0	0	132	0	6	13	0	0	115	0	25	0	29	61	0	84	0	446	0	0	0	0	0	0	289	38	0	178	0	0	0	5	75	0	0	0	26	116	0	0	0	0	0
OTU_7132	0	0	0	0	3	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0	0	0	6	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1023	10	0	0	3	2	0	1	0	0	0	0	0	0	11	2	1	0	0	0	488	0	1	0	0	0	0	0	0	3	0	1	0	0	0	1	0	17	0	1	0	0	2	0	2	0	0	0	0	0	0	0	334	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
